Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,HT1Readable,HT1Credible,HT1Positive,HT1Quality,HT1Creative,CT1Readable,CT1Credible,CT1Positive,CT1Quality,CT1Creative,HT2Readable,HT2Credible,HT2Positive,HT2Quality,HT2Creative,CT2Readable,CT2Credible,CT2Positive,CT2Quality,CT2Creative,HT3Readable,HT3Credible,HT3Positive,HT3Quality,HT3Creative,CT3Readable,CT3Credible,CT3Positive,CT3Quality,CT3Creative,AC1,AC2,AC3,AC4,AC5,HT4Readable,HT4Credible,HT4Positive,HT4Quality,HT4Creative,CT4Readable,CT4Credible,CT4Positive,CT4Quality,CT4Creative,HT5Readable,HT5Credible,HT5Positive,HT5Quality,HT5Creative,CT5Readable,CT5Credible,CT5Positive,CT5Quality,CT4Creative,SurveyID
4/12/2023 16:20,4/12/2023 16:23,IP Address,206.82.4.114,100,172,TRUE,4/12/2023 16:23,R_3qyTautrN1vbe69,,,,,39.9544,-75.1657,anonymous,EN,0.800000012,,0,25,,,,,,,,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,4,4,4,4,4,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:23,IP Address,67.182.64.231,100,146,TRUE,4/12/2023 16:23,R_22PQFPpcNe9v5mz,,,,,38.581,-121.4939,anonymous,EN,0.899999976,,0,0,,,5,,4,,,,,,,,,,,,,5,5,5,5,5,5,5,,4,,,,,,,4,4,4,4,4,,,,,,5,5,5,4,4,5,5,4,,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:23,IP Address,208.207.223.237,100,619,TRUE,4/12/2023 16:23,R_1LuNSiPdlGvhCht,,,,,40.7637,-73.7695,anonymous,EN,1,,0,75,,,,,,,,,4,4,,5,2,,,4,5,,,,,,,2,,4,4,,,,,,2,,2,,4,4,2,,4,,,,,,,,,,,,,,5,2,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,208.202.233.61,100,87,TRUE,4/12/2023 16:23,R_2sXR2TMD3klgpDI,,,,,26.2462,-80.2652,anonymous,EN,0.899999976,,0,0,,,,,,,,5,4,5,5,5,5,4,4,5,5,,,,,,,,,,,5,4,5,5,4,4,4,4,4,4,5,4,4,4,5,,,,,,,,,,,4,5,4,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,188.255.212.94,100,94,TRUE,4/12/2023 16:23,R_2AKB1bkeac8fQxU,,,,,38.6583,-77.2481,anonymous,EN,1,,0,0,,,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,,4,,5,4,4,4,4,4,4,,,,,,4,5,4,,4,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:12,4/12/2023 16:23,IP Address,208.194.204.157,100,683,TRUE,4/12/2023 16:23,R_3dMq0NcY5SuaEIh,,,,,39.6102,-75.6747,anonymous,EN,1,,0,30,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,,,,,,2,2,2,2,2,4,4,4,4,4,,,,,,4,4,4,4,2,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,208.202.239.114,100,106,TRUE,4/12/2023 16:23,R_2ZKSj5mZf7DwuSd,,,,,26.2462,-80.2652,anonymous,EN,0.899999976,,0,30,,,4,,5,5,4,,,,,,,,,,,4,5,5,5,4,4,4,5,5,5,,,,,,4,4,4,4,4,4,4,5,5,4,,,,,,4,4,5,5,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,208.195.161.216,100,65,TRUE,4/12/2023 16:23,R_1QADw2P85DwFAzu,,,,,39.3361,-76.5389,anonymous,EN,1,,0,0,,,5,4,4,4,5,,,,,,5,4,,4,5,,,,,,5,4,4,4,5,,,,,,4,4,4,4,4,,,,,,5,4,4,5,4,,,,,,5,4,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:23,IP Address,208.196.122.185,100,116,TRUE,4/12/2023 16:23,R_1dsG5TUH6Q5E9El,,,,,26.3051,-80.2447,anonymous,EN,1,,0,0,,,,,,,,4,4,4,5,5,4,4,4,4,5,,,,,,4,4,5,4,4,,,,,,4,4,4,4,4,,,,,,4,5,4,5,4,,,,,,4,5,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,208.196.109.85,100,69,TRUE,4/12/2023 16:23,R_R1Orx5NtDUXanTP,,,,,40.9922,-73.9748,anonymous,EN,1,,0,0,,,5,4,5,4,5,,,,,,5,4,5,4,5,,,,,,,,,,,5,4,5,4,5,2,2,2,2,2,5,4,5,4,5,,,,,,5,5,4,5,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:23,IP Address,24.197.244.11,100,143,TRUE,4/12/2023 16:23,R_Ua08oiH8Y1dTI3v,,,,,43.8013,-91.2134,anonymous,EN,1,,0,20,,,5,5,5,4,4,,,,,,,,,,,4,4,4,4,4,,,,,,5,4,,,,4,4,4,4,4,5,4,5,4,,,,,,,5,4,,,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,177.140.101.87,100,92,TRUE,4/12/2023 16:23,R_20SQPFtNePHCyUw,,,,,-23.6283,-46.6409,anonymous,EN,1,,0,0,,,,,,,,4,1,2,1,1,,,,,,4,2,2,2,1,,,,,,5,4,2,2,,4,4,4,4,4,,,,,,4,2,2,1,4,,,,,,4,4,4,2,1,SV_ehCPpnOdI0dWLkO
4/12/2023 16:20,4/12/2023 16:23,IP Address,45.63.79.134,100,194,TRUE,4/12/2023 16:23,R_9AbN6Pl1Rq2YUN3,,,,,42.0048,-87.9954,anonymous,EN,0.899999976,,0,25,,,5,4,4,5,4,,,,,,,,,,,5,4,4,5,5,,,,,,4,,4,,,4,,,4,4,4,5,4,5,4,,,,,,,,,,,4,5,4,4,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:23,IP Address,96.246.240.90,100,98,TRUE,4/12/2023 16:23,R_1ewmktFFzgLH9Eo,,,,,40.7623,-73.8724,anonymous,EN,,,0,0,,,4,5,,4,,,,,,,5,2,4,,4,,,,,,,,,,,4,5,2,4,,,5,2,4,5,,,,,,4,5,4,2,5,,,,,,,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:17,4/12/2023 16:23,IP Address,192.126.200.64,100,362,TRUE,4/12/2023 16:24,R_2ROmbGiDJ24uo6w,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,75,,,5,5,4,4,4,,,,,,4,4,5,5,4,,,,,,4,4,4,,4,,,,,,4,4,4,4,4,5,5,4,4,4,,,,,,4,4,4,,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:13,4/12/2023 16:24,IP Address,202.182.69.72,100,632,TRUE,4/12/2023 16:24,R_9QR5ky5QXkvEdyx,,,,,40.7123,-74.0068,anonymous,EN,0.400000006,,0,55,,,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,,,,,,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,,,,,,,,,,,4,4,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,103.155.32.179,100,55,TRUE,4/12/2023 16:24,R_A5P7ot45jyWSvFD,,,,,10.6552,77.0128,anonymous,EN,0.899999976,,0,5,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,207.246.65.30,100,50,TRUE,4/12/2023 16:24,R_27NiNgSudjRT75r,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:19,4/12/2023 16:24,IP Address,104.247.208.88,100,273,TRUE,4/12/2023 16:24,R_3DnFbKuq91d0Fg5,,,,,35.5947,-82.5545,anonymous,EN,0.899999976,,0,75,,,,,,,,5,4,4,5,5,,,,,,4,5,4,4,5,4,5,4,4,4,,,,,,4,4,4,4,4,4,5,5,5,4,,,,,,,,,,,4,5,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:17,4/12/2023 16:24,IP Address,109.121.33.121,100,373,TRUE,4/12/2023 16:24,R_ZyFWa8TrohZQ1AR,,,,,38.6583,-77.2481,anonymous,EN,0.800000012,,0,30,,,,,,,,4,4,4,4,4,,,,,,5,4,4,4,5,5,4,,,5,,,,,,4,4,4,4,4,,,,,,5,4,4,4,5,,,,,,5,4,4,,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:24,IP Address,104.33.87.64,100,190,TRUE,4/12/2023 16:24,R_3qvu5bEi9J6pWz0,,,,,34.1283,-118.0514,anonymous,EN,0.899999976,,0,0,,,,,,,,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,5,4,4,,,4,4,4,4,4,5,4,4,,,,,,,,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:20,4/12/2023 16:24,IP Address,149.46.193.5,100,234,TRUE,4/12/2023 16:24,R_efxb2xrtgs3lVW9,,,,,40.5237,-74.4151,anonymous,EN,0.899999976,,0,55,,,4,5,4,,,,,,,,,,,,,,4,,5,5,,4,,4,5,,,,,,,4,5,4,,4,,4,5,5,,,,,,4,,4,5,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:20,4/12/2023 16:24,IP Address,163.5.128.42,100,221,TRUE,4/12/2023 16:24,R_2osdRH6atyhOxz3,,,,,40.7009,-73.9461,anonymous,EN,0.699999988,,0,35,,,5,4,5,4,,,,,,,,,,,,5,4,,4,5,,,,,,5,4,,4,5,4,,4,5,4,,,,,,4,5,4,,4,4,4,4,5,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:24,IP Address,202.182.70.237,100,102,TRUE,4/12/2023 16:24,R_Xwb6uOZANHzFydb,,,,,40.7123,-74.0068,anonymous,EN,0.800000012,,0,25,,,,,,,,4,5,4,4,4,,,,,,4,5,4,4,5,4,5,4,4,5,,,,,,4,5,4,4,5,,,,,,4,5,4,5,4,4,5,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,63.92.66.9,100,74,TRUE,4/12/2023 16:24,R_24AuKCuaULufRwr,,,,,28.5344,-81.3783,anonymous,EN,0.899999976,,0,25,,,4,5,4,4,5,,,,,,5,4,4,4,5,,,,,,,,,,,4,5,4,4,5,5,4,4,5,4,,,,,,4,5,5,5,5,,,,,,4,4,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,45.196.144.74,100,74,TRUE,4/12/2023 16:24,R_1cUo6Qu1Mimjksw,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,25,,,,,,,,5,5,4,4,,5,5,4,4,,,,,,,5,5,4,4,,,,,,,5,5,4,4,,5,5,4,4,,,,,,,5,5,4,4,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,206.232.27.226,100,83,TRUE,4/12/2023 16:24,R_wNs1DVc7KY53yCd,,,,,42.3562,-71.0631,anonymous,EN,0.800000012,,0,25,,,,,,,,4,5,5,4,5,5,4,5,5,4,,,,,,,,,,,4,5,4,5,4,4,4,4,4,4,,,,,,5,5,4,5,4,,,,,,4,5,4,4,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,149.28.107.191,100,77,TRUE,4/12/2023 16:24,R_DlehdPytAebs5wt,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,,,,,,4,5,4,4,5,4,5,4,,4,4,5,4,5,4,,,,,,,,,,,4,5,4,,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,208.202.248.24,100,69,TRUE,4/12/2023 16:24,R_1FsnuqJ1avHU9pD,,,,,40.8485,-96.6247,anonymous,EN,1,,0,0,,,5,5,4,4,5,,,,,,4,5,5,4,4,,,,,,5,5,4,5,5,,,,,,4,4,4,4,4,,,,,,5,4,4,4,4,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,75.142.97.12,100,86,TRUE,4/12/2023 16:24,R_1hKKs0qoKxJQxmh,,,,,33.763,-118.1774,anonymous,EN,1,,0,0,,,,,,,,5,,4,,2,,,,,,4,,4,,2,,,,,,5,,,,2,4,4,4,4,4,5,,4,4,,,,,,,,,,,,5,4,4,,2,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:24,IP Address,63.92.68.67,100,173,TRUE,4/12/2023 16:24,R_33EccRaXXSK3jJo,,,,,33.8088,-84.2815,anonymous,EN,1,,0,25,,,,,,,,4,5,,,2,,,,,,,5,1,1,,,,,,,4,4,2,2,5,4,4,4,4,4,,2,,5,1,,,,,,4,4,2,2,2,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:24,IP Address,109.121.37.127,100,169,TRUE,4/12/2023 16:24,R_xuw2Zb9Z5kPXta9,,,,,38.6583,-77.2481,anonymous,EN,1,,0,0,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:24,IP Address,149.28.98.30,100,64,TRUE,4/12/2023 16:24,R_2UbDeKhopF6ekNz,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,,5,4,,4,4,,5,4,,,,,,,,5,4,,5,,,,,,4,,5,4,,4,,5,4,,,,,,,,5,4,,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:15,4/12/2023 16:24,IP Address,163.5.128.90,100,586,TRUE,4/12/2023 16:24,R_3GoW0SmasnqkpF7,,,,,40.7009,-73.9461,anonymous,EN,0.300000012,,0,35,,,,,,,,5,4,5,4,5,,,,,,5,4,5,4,5,5,4,5,4,5,,,,,,4,4,4,4,4,,,,,,5,4,5,4,5,5,4,5,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:24,IP Address,73.156.14.245,100,179,TRUE,4/12/2023 16:24,R_2dA5NpIPNF0M0Xo,,,,,26.1529,-81.7403,anonymous,EN,1,,0,0,,,2,2,,,2,,,,,,4,4,4,4,2,,,,,,4,5,4,4,5,,,,,,4,4,4,4,4,2,,,,4,,,,,,5,5,4,5,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:24,IP Address,172.86.94.249,100,125,TRUE,4/12/2023 16:25,R_PvaQOuNKtVmhRUB,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,65,,,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:25,IP Address,223.178.86.131,100,90,TRUE,4/12/2023 16:25,R_BtxOsjCSoprC5oZ,,,,,12.8996,80.2209,anonymous,EN,1,,0,5,,,,4,,4,4,,,,,,,,,,,,4,5,4,5,,,4,4,5,,,,,,,4,,4,4,5,4,4,5,4,,,,,,,4,,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:25,IP Address,122.178.149.173,100,65,TRUE,4/12/2023 16:25,R_1M3Q7xIRKaAOdTg,,,,,11.0142,76.9941,anonymous,EN,1,,0,35,,,4,4,4,2,1,,,,,,,,,,,5,5,5,5,5,,,,,,4,4,4,1,1,4,4,4,4,4,,,,,,5,5,5,4,4,4,4,4,2,1,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:25,IP Address,208.196.102.149,100,151,TRUE,4/12/2023 16:25,R_12fKGF7YONCKSsu,,,,,40.9922,-73.9748,anonymous,EN,1,,0,0,,,,,,,,5,4,5,4,5,,,,,,5,4,5,4,5,5,4,5,4,5,,,,,,2,2,2,2,2,5,4,5,4,5,,,,,,5,5,4,4,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:25,IP Address,154.17.152.107,100,206,TRUE,4/12/2023 16:25,R_3oS1d9eh6oUjf8Q,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,55,,,,,,,,4,2,5,4,4,,,,,,4,5,,4,5,4,,5,1,5,,,,,,4,,4,5,5,4,2,5,4,5,,,,,,,,,,,4,,4,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,107.180.134.161,100,56,TRUE,4/12/2023 16:25,R_3hGCnOBUd7uBvHV,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,0,,,5,4,4,5,5,,,,,,5,4,5,5,4,,,,,,,,,,,5,4,5,4,4,5,4,5,4,5,5,4,5,5,5,,,,,,,,,,,5,4,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,208.202.242.249,100,68,TRUE,4/12/2023 16:25,R_1ifHmdTGNrhMQo6,,,,,40.8715,-74.35,anonymous,EN,1,,0,0,,,5,4,4,5,5,,,,,,,,,,,4,,5,5,5,,,,,,4,5,5,5,4,4,4,4,4,4,5,4,5,4,5,,,,,,5,4,4,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,207.246.77.80,100,57,TRUE,4/12/2023 16:25,R_2dDQJlAw3BuWU8m,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,4,4,4,4,4,,,,,,4,5,5,5,5,,,,,,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,,,,,,4,4,4,5,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:25,IP Address,163.123.220.232,100,97,TRUE,4/12/2023 16:25,R_1osVqBNE6qP3pQl,,,,,33.8351,-117.8652,anonymous,EN,1,,0,25,,,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:18,4/12/2023 16:25,IP Address,208.196.106.11,100,396,TRUE,4/12/2023 16:25,R_3kLKR87TfCPO0KB,,,,,40.9922,-73.9748,anonymous,EN,1,,0,0,,,4,5,4,5,5,,,,,,,4,5,5,5,,,,,,5,4,4,5,5,,,,,,5,4,4,5,4,,,,,,5,4,5,5,5,5,1,5,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:25,IP Address,144.202.45.4,100,210,TRUE,4/12/2023 16:25,R_12bDHzjr0BNc1mC,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,,4,,4,,,,,,,,4,,4,,,,,,,,4,,4,,,4,,4,,,,,,,,4,,4,,,4,,4,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:20,4/12/2023 16:25,IP Address,63.92.68.136,100,270,TRUE,4/12/2023 16:25,R_3PdBT5eiozpXe4r,,,,,33.8088,-84.2815,anonymous,EN,0.899999976,,0,25,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,,,,,,4,4,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,144.202.41.246,100,54,TRUE,4/12/2023 16:25,R_2CTbmCh1Wh7iQxc,,,,,25.8119,-80.2318,anonymous,EN,0.800000012,,0,25,,,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:22,4/12/2023 16:25,IP Address,24.114.69.234,100,179,TRUE,4/12/2023 16:25,R_2Et0XtVs6Kd6C8S,,,,,43.6859,-79.3974,anonymous,EN,0.899999976,,0,0,,,,,,,,5,5,5,4,4,5,,4,,2,,,,,,4,4,,2,4,,,,,,4,4,4,4,4,,,,,,5,5,5,4,5,5,4,4,,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,202.182.69.76,100,64,TRUE,4/12/2023 16:25,R_3JgywAIxhkY8O5D,,,,,40.7123,-74.0068,anonymous,EN,1,,0,55,,,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,5,4,4,5,5,,,,,,4,4,4,4,4,,,,,,5,4,4,5,5,,,,,,5,4,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,23.146.200.87,100,76,TRUE,4/12/2023 16:25,R_3qIrHD7cAPHwZfM,,,,,37.751,-97.822,anonymous,EN,0.899999976,,0,55,,,4,5,5,4,,,,,,,4,5,5,4,,,,,,,4,5,5,4,,,,,,,4,4,4,4,4,,,,,,,4,,4,5,4,5,4,,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:25,IP Address,173.169.143.40,100,276,TRUE,4/12/2023 16:25,R_3ESbSFE1C6H9Rb9,,,,,28.1951,-81.6062,anonymous,EN,1,,0,0,,,,,5,,4,,,,,,,,,,,4,4,4,5,4,,,,,,5,5,4,4,4,4,4,4,4,4,,,,,,4,4,5,,4,5,4,,,,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:25,IP Address,67.173.97.215,100,130,TRUE,4/12/2023 16:25,R_1oEXZZMuuKFr6DR,,,,,40.0746,-88.1691,anonymous,EN,1,,0,0,,,,,,,,4,2,5,,2,,,,,,,4,5,4,2,,,,,,5,,5,,4,4,4,4,4,4,,,,,,5,4,5,5,5,,,,,,5,5,4,4,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,45.77.73.57,100,75,TRUE,4/12/2023 16:25,R_2ttUBsa4xf0snlI,,,,,25.8119,-80.2318,anonymous,EN,0.899999976,,0,25,,,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,4,5,4,5,4,,,,,,4,5,4,5,4,4,5,4,5,4,,,,,,,,,,,4,5,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,84.32.6.59,100,58,TRUE,4/12/2023 16:25,R_RqvvZtKG5hdyfGV,,,,,38.6583,-77.2481,anonymous,EN,1,,0,30,,,,,,,,4,,4,4,4,,,,,,4,4,4,4,4,,4,4,,4,,,,,,4,4,4,4,4,4,,4,4,,,,,,,,,,,,,4,,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:25,IP Address,107.180.133.94,100,285,TRUE,4/12/2023 16:25,R_9txLlgzvUhyGMzn,,,,,39.0469,-77.4903,anonymous,EN,0.899999976,,0,0,,,,,,,,4,4,,4,,4,,4,,4,,,,,,,,,4,4,,,,,,4,4,4,4,4,,,,,,4,,4,,4,,,,,,4,4,4,4,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:21,4/12/2023 16:25,IP Address,23.148.216.33,100,230,TRUE,4/12/2023 16:25,R_3PSKwgsMoR6wgJ7,,,,,43.0801,-77.6342,anonymous,EN,1,,0,30,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,4,4,5,5,5,,,,,,4,5,4,5,5,,,,,,4,5,5,5,5,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,208.196.124.71,100,84,TRUE,4/12/2023 16:25,R_Qn7damjYKQrTGoh,,,,,26.3051,-80.2447,anonymous,EN,1,,0,0,,,,,,,,4,5,4,4,4,4,5,4,4,4,,,,,,4,4,4,5,5,,,,,,4,4,4,4,4,4,5,4,4,4,,,,,,4,5,4,4,4,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,216.93.1.121,100,75,TRUE,4/12/2023 16:25,R_2TZTCrsIiGCfbck,,,,,42.4261,-83.2514,anonymous,EN,1,,0,30,,,5,4,5,4,5,,,,,,5,4,5,4,5,,,,,,,,,,,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,,,,,,5,4,5,4,5,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,206.82.0.55,100,89,TRUE,4/12/2023 16:25,R_3KuwLIovci7rgdH,,,,,40.1778,-77.2328,anonymous,EN,0.800000012,,0,25,,,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,5,5,5,5,5,,,,,,4,4,4,4,4,,,,,,5,5,5,5,5,,,,,,5,5,5,5,5,SV_ehCPpnOdI0dWLkO
4/12/2023 16:23,4/12/2023 16:25,IP Address,23.146.200.74,100,130,TRUE,4/12/2023 16:25,R_1M3W4d7e2mPFPG3,,,,,37.751,-97.822,anonymous,EN,1,,0,55,,,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,4,4,4,4,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:25,IP Address,23.126.50.57,100,102,TRUE,4/12/2023 16:26,R_28Vb39ccbNbV5ph,,,,,32.7797,-96.8022,anonymous,EN,1,,0,0,,,,,,,,5,5,5,4,5,,,,,,5,4,4,2,,,,,,,5,4,4,,2,4,4,4,4,4,,,,,,5,4,4,2,,4,,,2,2,,,,,,SV_ehCPpnOdI0dWLkO
4/12/2023 16:24,4/12/2023 16:26,IP Address,172.84.188.13,100,90,TRUE,4/12/2023 16:26,R_2lwU9C8dTlmdDSV,,,,,25.7689,-80.1946,anonymous,EN,0.800000012,,0,55,,,,4,4,5,5,,,,,,,,,,,5,4,4,4,4,,,,,,5,4,4,4,,4,4,4,4,4,4,,4,,4,,,,,,,,,,,4,4,4,5,4,SV_ehCPpnOdI0dWLkO
4/12/2023 16:19,4/12/2023 16:26,IP Address,209.185.41.197,100,412,TRUE,4/12/2023 16:26,R_ZfbDhRVVezGDMrL,,,,,37.751,-97.822,anonymous,EN,1,,0,0,,,,,,,,4,4,5,2,4,4,4,5,4,2,,,,,,,,,,,4,5,5,5,5,4,4,4,4,4,,,,,,4,4,,2,4,,,,,,4,4,,,4,SV_ehCPpnOdI0dWLkO
